Compound CID,pIC50 (M)
12004512,5.053547734986926
86472,3.3010299956639813
44575566,4.517126416391246
60155233,4.3979400086720375
6436219,0.2810003621212819
21580214,4.5204246898250116
16109872,4.531652669587843
44577071,4.579054594078028
442342,5.0
60155053,5.0
72521,5.51427857351842
5377910,4.698970004336019
50993745,5.214670164989233
23250007,4.6613443344213
132525208,5.026872146400302
5359485,4.698970004336019
21574990,5.0
189687,4.1605219526258015
10768809,5.070581074285707
11629532,4.026872146400302
127033674,5.698970004336019
15168376,3.8201610719768135
3365,4.522878745280337
73354940,4.3979400086720375
60155054,5.0
45271863,4.749579997691106
15736297,5.0
443059,4.777283528852417
46882748,4.512861624522813
10032468,5.0
70698298,4.585026652029182
71458787,4.808828544271441
44419739,4.533132379645891
73353586,5.455931955649724
5318278,5.4089353929735005
21603611,5.0
57509385,4.3979400086720375
52920792,4.3979400086720375
25014989,5.2076083105017466
14563762,5.0
86302343,5.795880017344075
132577489,5.0
644019,4.259637310505756
23757122,4.698970004336019
15301053,4.154901959985743
76335700,4.301029995663981
11053300,5.0
115288,3.9507819773298185
46883149,4.5968794788241825
73353444,5.0
14543446,4.301029995663981
66572355,6.154901959985743
7020,3.3010299956639813
11596309,5.1180450286604
72702041,5.0
15475311,4.871277715661574
189493,4.0
71725694,4.301029995663981
101910441,4.301029995663981
51351607,5.107905397309519
31703,7.301029995663981
2543,4.0915149811213505
46938752,4.657577319177793
15011611,4.0
49788702,4.301029995663981
15558779,4.769551078621726
46883151,4.437707135543525
73170,4.0
10401022,5.0
132576373,4.522878745280337
73351913,5.627087997029894
44254604,3.8239087409443187
56601461,4.301029995663981
91466,4.301029995663981
45273389,5.221848749616356
2662,4.29929628285498
442021,4.3979400086720375
64971,4.301029995663981
5280460,4.301029995663981
15785657,4.966576244513051
73355875,5.0
21589811,5.1904402853647325
71719105,5.229147988357856
21636080,3.6989700043360187
56601651,4.301029995663981
10093115,4.543633966870957
5281636,4.497299824689438
442702,5.0
45102749,5.0
50908215,5.0
53232,4.3979400086720375
71746437,4.636012170251509
57333044,4.823908740944319
92785,5.0
441849,7.3979400086720375
15215005,4.853871964321762
14825858,3.8239087409443187
6440561,6.221848749616356
134131607,4.301029995663981
196978,4.259637310505756
3793,4.522878745280337
53359462,4.0
46840960,5.130181792020672
3218,5.078502886980932
70682265,4.3979400086720375
45273294,6.055517327849832
10399864,4.958607314841775
6483032,3.9546770212133424
122180300,4.3979400086720375
44576031,4.301029995663981
71453416,4.949620243738543
102477413,5.0
21591148,5.180456064458132
11290884,4.812479279163537
40634,2.8353497840657034
31553,3.6520848134983086
122182018,5.0
56673380,5.0
70692816,4.3979400086720375
132520001,5.0
21600068,5.154901959985743
5273755,4.045419837256243
134148840,5.0
21637631,4.653060537301009
181446,4.0
10760681,4.513144644723057
447865,7.795880017344075
127030871,4.3979400086720375
667490,5.522878745280337
118719346,5.0
11631193,4.0
6400741,5.301029995663981
46217788,5.0
16216030,5.657577319177793
59311339,5.562249437179612
100313,5.279014255846261
132524069,4.3979400086720375
3902,8.154901959985743
52951752,4.431798275933005
24970644,4.301029995663981
5319562,3.3979400086720375
71719152,4.127552352210986
16078,4.2441251443275085
72702038,5.0
4055,5.045757490560675
44587015,6.657577319177793
76310274,4.0
73350390,4.70092873997259
457193,8.221848749616356
71725858,4.813326132500255
3696,5.470000200122707
10054869,5.0
44584135,5.7447274948966935
159861,4.756961951313706
14805914,4.3979400086720375
21672085,4.3979400086720375
3599,4.406713932979542
70696913,5.0
636779,5.0
42640292,5.0
60155052,5.0
101110483,5.0
352542,4.3979400086720375
127034042,4.3979400086720375
72503,4.906578314837765
21582571,4.301029995663981
11541511,7.481486060122113
90680620,4.0
44614136,3.9208187539523753
73292,5.0
46906968,5.0
11494620,6.045757490560675
442710,4.939302159646388
132576371,4.522878745280337
46881255,4.0
10044783,4.342275045794892
148123,5.376750709602099
10483239,8.221848749616356
44179017,5.0
14193399,5.0
56669880,5.0
197810,4.3979400086720375
443810,5.368556230986828
76313873,5.0
50908217,5.0
15098803,5.154901959985743
56659536,5.522878745280337
60151312,4.42021640338319
73356656,5.0
44559124,6.853871964321762
445858,6.443697499232713
127033177,4.3979400086720375
2519,1.853871964321762
127042757,5.0
57333290,4.385419133002514
72544148,4.185086818724926
9802865,6.096910013008056
72376,7.301029995663981
155102,5.481486060122113
6597,1.4559319556497243
118716653,5.376750709602099
56680017,5.0
122180306,5.391473966422806
73056209,4.6595558851598815
70692680,4.0
45271373,5.0
71712816,5.0
11132403,4.301029995663981
118712032,5.214670164989233
356759,7.886056647693163
118719340,5.0
16099450,4.934047019686131
21672229,4.0
14408256,4.0343280287798935
44577077,4.512720183556931
76320900,5.022276394711152
134148725,5.0
73351991,4.3851027839668655
50994064,4.3979400086720375
25209066,5.4089353929735005
44254252,3.8130436645345878
15840592,4.72584215073632
44580017,4.142667503568732
44559599,6.040958607678906
70694585,4.0
71462304,4.0
71455117,4.0
92095,4.307770164227245
57384108,5.275724130399211
5484010,4.2335871528876
16081682,5.0
118719337,5.0
52952013,5.106238237942057
51361447,5.522878745280337
3278,4.5388017113775065
132576374,4.522878745280337
15817377,5.54515513999149
71665784,4.50626319772316
13873655,5.0
60151566,5.0
5379540,5.638272163982407
484588,4.881735273910521
53483940,6.106793246940152
46210590,6.823908740944319
442872,4.6020599913279625
3885,6.096910013008056
14957,6.823908740944319
15767709,4.301029995663981
90670207,5.0
44426063,3.944621668625
44559597,5.853871964321762
73349087,4.142908845326486
134133583,4.3979400086720375
50993901,5.0
56673382,5.0
127033178,4.3979400086720375
369976,4.301029995663981
59051759,4.3979400086720375
11436623,4.671620396561262
132577453,4.7121982700697735
66572353,4.3979400086720375
50899863,3.60223374387355
44179019,5.0
44607277,4.257274868695302
54583003,4.671620396561262
30323,5.698970004336019
896,1.744727494896694
73349171,4.443697499232712
5276744,5.070581074285707
76314391,5.0
11653403,4.0
195652,5.364516253185088
73350741,4.698970004336019
44580018,4.0
70688336,4.3979400086720375
480860,5.173925197299173
11422190,3.54821356447571
155173,4.575118363368933
185914,10.0
101534153,4.294992040666664
44448367,5.289882634888183
9918978,10.397940008672037
46918648,4.3979400086720375
45267324,5.0
71455119,4.3979400086720375
46833962,4.301029995663981
72543914,4.573488738635425
73346120,4.698970004336019
21727418,5.0
24970922,5.0
11024113,4.3979400086720375
10410005,4.522878745280337
5324503,4.619788758288394
44591855,7.346787486224656
369312,3.0
76317188,5.0
185478,5.301029995663981
71714024,5.0
57409856,4.301029995663981
5748697,4.301029995663981
71726170,5.0
24853747,1.238000035613533
50994066,4.3979400086720375
637105,5.2839966563652006
5281631,3.6989700043360187
46882751,3.767257937279263
10695622,4.104025267640935
9651,4.301029995663981
56599468,4.017728766960431
52951887,4.698970004336019
73355234,4.698970004336019
71460597,4.3979400086720375
16663298,4.161150909262744
46883390,4.30715308072277
11623705,5.522878745280337
44254253,4.7594507517174005
53355130,4.0
70686384,4.039006291057664
9814817,5.315154638355588
5281600,4.122628654130226
53262875,7.698970004336019
46918647,4.3979400086720375
6197,5.823908740944319
14466188,4.638272163982407
118716650,5.008773924307505
51136520,4.0
76320899,5.214670164989233
70696899,4.3979400086720375
9982511,4.903089986991944
44626954,4.0
11133729,5.0
46881069,4.950781977329818
53323113,6.154901959985743
441612,9.301029995663981
129684883,5.154901959985743
73603990,5.180456064458132
11540713,1.7000005038830164
76313963,4.301029995663981
24970702,4.549750891680639
46191238,4.301029995663981
44584017,6.3979400086720375
10689330,5.4089353929735005
71452884,7.443697499232713
118715267,3.626536278367631
11653392,5.1944991418416
44559301,4.301029995663981
11436816,5.2441251443275085
13895197,6.698970004336019
5317836,5.522878745280337
132524068,4.3979400086720375
46918923,5.0
5458993,4.11975822410452
3083788,4.8326826652518236
70695739,4.251811972993799
10379922,4.614393726401688
76324561,5.0
44259,5.698970004336019
44584775,4.0
452548,6.903089986991944
6917655,4.301029995663981
44577073,4.5265130299354315
73147,5.356547323513812
46883379,3.841939206063395
118712031,5.259637310505756
44584018,5.769551078621726
10015259,7.292429823902063
446220,5.2399999527072705
25135943,4.1938200260161125
3823,4.920818753952375
71452523,6.638272163982407
404702,4.0
73213689,4.728158393463501
21576570,5.0
15182256,4.503070351926785
54587064,4.3979400086720375
5281657,4.698970004336019
50993826,5.0
11876182,5.6020599913279625
73345818,4.629857152948898
44130070,4.455931955649724
11764087,4.449771646944906
9887568,4.995678626217358
53359351,4.0
393602,8.397940008672037
73604003,5.769551078621726
132524548,5.0
16109871,4.51427857351842
11521008,4.301029995663981
45269014,4.978810700930062
70693906,5.0
122182020,5.0
150893,5.795880017344075
52947048,3.8751698505861407
10650360,4.3979400086720375
10090339,5.7447274948966935
11684843,4.924453038607469
118719335,5.376750709602099
24211,5.167491087293763
5281671,4.938924676370208
53320376,4.522878745280337
14707329,4.0
10887328,5.920818753952375
70684688,4.301029995663981
57380182,6.200659450546418
16663648,6.221848749616356
73356963,4.301029995663981
71745895,5.0
45270713,5.0
9986835,5.023191662661934
68827,9.853871964321762
443939,5.2403321553103694
53354921,6.795880017344075
9905484,6.1487416512809245
44606075,5.0
70775,4.522878745280337
49831542,4.804377056413063
162401,5.804100347590766
6382798,4.127843727251707
71746816,4.609064892896621
70698273,5.0
2999413,4.301029995663981
76333666,5.154901959985743
5281406,5.698970004336019
637760,4.200659450546418
107793,5.114638779968488
71725775,4.3979400086720375
35370,5.0
72708559,5.173925197299173
122177565,5.3979400086720375
60199898,4.6129662987176365
12313376,5.3979400086720375
11493762,5.651695136951839
46871902,4.0
73349170,4.346787486224656
462382,6.522878745280337
6426678,5.1938200260161125
132524062,4.3979400086720375
66572352,5.036212172654444
54581064,6.698970004336019
53355690,4.3979400086720375
